where,word,mean,pinYin,pinYinSearch,Pronunciation
松江,猪(豬),[空],tsy1(ʦɿ⁵³),tsy1,暂无
松江,知(知),[空],tsy1(ʦɿ⁵³),tsy1,暂无
松江,蜘(蜘),[空],tsy1(ʦɿ⁵³),tsy1,暂无
松江,支(支),[空],tsy1(ʦɿ⁵³),tsy1,暂无
松江,枝(枝),[空],tsy1(ʦɿ⁵³),tsy1,暂无
松江,肢(肢),[空],tsy1(ʦɿ⁵³),tsy1,暂无
松江,栀(梔),[空],tsy1(ʦɿ⁵³),tsy1,暂无
松江,资(資),[空],tsy1(ʦɿ⁵³),tsy1,暂无
松江,咨(諮),[空],tsy1(ʦɿ⁵³),tsy1,暂无
松江,姿(姿),[空],tsy1(ʦɿ⁵³),tsy1,暂无
松江,恣(恣),[空],tsy1(ʦɿ⁵³),tsy1,暂无
松江,脂(脂),[空],tsy1(ʦɿ⁵³),tsy1,暂无
松江,兹(茲),[空],tsy1(ʦɿ⁵³),tsy1,暂无
松江,滋(滋),[空],tsy1(ʦɿ⁵³),tsy1,暂无
松江,孳(孳),[空],tsy1(ʦɿ⁵³),tsy1,暂无
松江,之(之),[空],tsy1(ʦɿ⁵³),tsy1,暂无
松江,芝(芝),[空],tsy1(ʦɿ⁵³),tsy1,暂无
松江,辎(輜),[空],tsy1(ʦɿ⁵³),tsy1,暂无
松江,缁(緇),[空],tsy1(ʦɿ⁵³),tsy1,暂无
松江,孜(孜),[空],tsy1(ʦɿ⁵³),tsy1,暂无
松江,髭(髭),[空],tsy1(ʦɿ⁵³),tsy1,暂无
松江,吱(吱),[空],tsy1(ʦɿ⁵³),tsy1,暂无
松江,锥(錐),刺入,tsy1(ʦɿ⁵³),tsy1,暂无
松江,紫(紫),[空],tsy3(ʦɿ⁴⁴),tsy3,暂无
松江,只(只),文，~有,tsy3(ʦɿ⁴⁴),tsy3,暂无
松江,卮(卮),[空],tsy3(ʦɿ⁴⁴),tsy3,暂无
松江,纸(紙),[空],tsy3(ʦɿ⁴⁴),tsy3,暂无
松江,姊(姊),~妹,tsy3(ʦɿ⁴⁴),tsy3,暂无
松江,旨(旨),[空],tsy3(ʦɿ⁴⁴),tsy3,暂无
松江,指(指),[空],tsy3(ʦɿ⁴⁴),tsy3,暂无
松江,梓(梓),[空],tsy3(ʦɿ⁴⁴),tsy3,暂无
松江,滓(滓),[空],tsy3(ʦɿ⁴⁴),tsy3,暂无
松江,子(子),[空],tsy3(ʦɿ⁴⁴),tsy3,暂无
松江,仔(仔),[空],tsy3(ʦɿ⁴⁴),tsy3,暂无
松江,籽(籽),[空],tsy3(ʦɿ⁴⁴),tsy3,暂无
松江,止(止),[空],tsy3(ʦɿ⁴⁴),tsy3,暂无
松江,址(址),[空],tsy3(ʦɿ⁴⁴),tsy3,暂无
松江,趾(趾),[空],tsy3(ʦɿ⁴⁴),tsy3,暂无
松江,芷(芷),[空],tsy3(ʦɿ⁴⁴),tsy3,暂无
松江,徵(徵),五音之一,tsy3(ʦɿ⁴⁴),tsy3,暂无
松江,嘴(嘴),白,tsy3(ʦɿ⁴⁴),tsy3,暂无
松江,制(制),[空],tsy5(ʦɿ³⁵),tsy5,暂无
松江,製(製),[空],tsy5(ʦɿ³⁵),tsy5,暂无
松江,智(智),[空],tsy5(ʦɿ³⁵),tsy5,暂无
松江,眵(眵),眼~,tsy5(ʦɿ³⁵),tsy5,暂无
松江,至(至),[空],tsy5(ʦɿ³⁵),tsy5,暂无
松江,致(致),[空],tsy5(ʦɿ³⁵),tsy5,暂无
松江,緻(緻),[空],tsy5(ʦɿ³⁵),tsy5,暂无
松江,置(置),[空],tsy5(ʦɿ³⁵),tsy5,暂无
松江,志(志),[空],tsy5(ʦɿ³⁵),tsy5,暂无
松江,誌(誌),[空],tsy5(ʦɿ³⁵),tsy5,暂无
松江,痣(痣),[空],tsy5(ʦɿ³⁵),tsy5,暂无
松江,褚(褚),[空],tshy1(ʦʰɿ⁵³),tshy1,暂无
松江,雌(雌),[空],tshy1(ʦʰɿ⁵³),tshy1,暂无
松江,差(差),[空],tshy1(ʦʰɿ⁵³),tshy1,暂无
松江,痴(痴),[空],tshy1(ʦʰɿ⁵³),tshy1,暂无
松江,蚩(蚩),[空],tshy1(ʦʰɿ⁵³),tshy1,暂无
松江,嗤(嗤),[空],tshy1(ʦʰɿ⁵³),tshy1,暂无
松江,吹(吹),白,tshy1(ʦʰɿ⁵³),tshy1,暂无
松江,炊(炊),~饭糕，俗作“粢”,tshy1(ʦʰɿ⁵³),tshy1,暂无
松江,粢(粢),[空],tshy1(ʦʰɿ⁵³),tshy1,暂无
松江,此(此),[空],tshy3(ʦʰɿ⁴⁴),tshy3,暂无
松江,耻(恥),[空],tshy3(ʦʰɿ⁴⁴),tshy3,暂无
松江,齿(齒),[空],tshy3(ʦʰɿ⁴⁴),tshy3,暂无
松江,侈(侈),[空],tshy3(ʦʰɿ⁴⁴),tshy3,暂无
松江,刺(刺),[空],tshy5(ʦʰɿ³⁵),tshy5,暂无
松江,翅(翅),[空],tshy5(ʦʰɿ³⁵),tshy5,暂无
松江,次(次),[空],tshy5(ʦʰɿ³⁵),tshy5,暂无
松江,伺(伺),[空],tshy5(ʦʰɿ³⁵),tshy5,暂无
松江,厕(廁),[空],tshy5(ʦʰɿ³⁵),tshy5,暂无
松江,蛓(蛓),[空],tshy5(ʦʰɿ³⁵),tshy5,暂无
松江,梳(梳),白，~头，木~,sy1(sɿ⁵³),sy1,暂无
松江,斯(斯),[空],sy1(sɿ⁵³),sy1,暂无
松江,撕(撕),[空],sy1(sɿ⁵³),sy1,暂无
松江,厮(廝),[空],sy1(sɿ⁵³),sy1,暂无
松江,嘶(嘶),[空],sy1(sɿ⁵³),sy1,暂无
松江,施(施),[空],sy1(sɿ⁵³),sy1,暂无
松江,筛(篩),[空],sy1(sɿ⁵³),sy1,暂无
松江,师(師),[空],sy1(sɿ⁵³),sy1,暂无
松江,狮(獅),[空],sy1(sɿ⁵³),sy1,暂无
松江,蛳(螄),[空],sy1(sɿ⁵³),sy1,暂无
松江,尸(屍),[空],sy1(sɿ⁵³),sy1,暂无
松江,屍(屍),[空],sy1(sɿ⁵³),sy1,暂无
松江,丝(絲),[空],sy1(sɿ⁵³),sy1,暂无
松江,私(私),[空],sy1(sɿ⁵³),sy1,暂无
松江,司(司),[空],sy1(sɿ⁵³),sy1,暂无
松江,思(思),[空],sy1(sɿ⁵³),sy1,暂无
松江,诗(詩),[空],sy1(sɿ⁵³),sy1,暂无
松江,鼠(鼠),白,sy3(sɿ⁴⁴),sy3,暂无
松江,豕(豕),[空],sy3(sɿ⁴⁴),sy3,暂无
松江,死(死),文,sy3(sɿ⁴⁴),sy3,暂无
松江,屎(屎),[空],sy3(sɿ⁴⁴),sy3,暂无
松江,矢(矢),[空],sy3(sɿ⁴⁴),sy3,暂无
松江,水(水),白,sy3(sɿ⁴⁴),sy3,暂无
松江,使(使),[空],sy3(sɿ⁴⁴),sy3,暂无
松江,史(史),[空],sy3(sɿ⁴⁴),sy3,暂无
松江,驶(駛),[空],sy3(sɿ⁴⁴),sy3,暂无
松江,始(始),[空],sy3(sɿ⁴⁴),sy3,暂无
松江,世(世),[空],sy5(sɿ³⁵),sy5,暂无
松江,势(勢),[空],sy5(sɿ³⁵),sy5,暂无
松江,赐(賜),[空],sy5(sɿ³⁵),sy5,暂无
松江,四(四),[空],sy5(sɿ³⁵),sy5,暂无
松江,泗(泗),[空],sy5(sɿ³⁵),sy5,暂无
松江,肆(肆),[空],sy5(sɿ³⁵),sy5,暂无
松江,试(試),[空],sy5(sɿ³⁵),sy5,暂无
松江,弑(弒),[空],sy5(sɿ³⁵),sy5,暂无
松江,锄(鋤),白,zy2(zɿ³¹),zy2,暂无
松江,疵(疵),吹毛求~,zy2(zɿ³¹),zy2,暂无
松江,池(池),[空],zy2(zɿ³¹),zy2,暂无
松江,驰(馳),[空],zy2(zɿ³¹),zy2,暂无
松江,匙(匙),[空],zy2(zɿ³¹),zy2,暂无
松江,瓷(瓷),[空],zy2(zɿ³¹),zy2,暂无
松江,迟(遲),[空],zy2(zɿ³¹),zy2,暂无
松江,慈(慈),[空],zy2(zɿ³¹),zy2,暂无
松江,磁(磁),[空],zy2(zɿ³¹),zy2,暂无
松江,辞(辭),[空],zy2(zɿ³¹),zy2,暂无
松江,词(詞),[空],zy2(zɿ³¹),zy2,暂无
松江,祠(祠),[空],zy2(zɿ³¹),zy2,暂无
松江,持(持),[空],zy2(zɿ³¹),zy2,暂无
松江,时(時),[空],zy2(zɿ³¹),zy2,暂无
松江,鲥(鰣),[空],zy2(zɿ³¹),zy2,暂无
松江,墅(墅),[空],zy4(zɿ²²),zy4,暂无
松江,是(是),[空],zy4(zɿ²²),zy4,暂无
松江,雉(雉),[空],zy4(zɿ²²),zy4,暂无
松江,似(似),[空],zy4(zɿ²²),zy4,暂无
松江,巳(巳),[空],zy4(zɿ²²),zy4,暂无
松江,祀(祀),[空],zy4(zɿ²²),zy4,暂无
松江,俟(俟),[空],zy4(zɿ²²),zy4,暂无
松江,痔(痔),[空],zy4(zɿ²²),zy4,暂无
松江,市(市),[空],zy4(zɿ²²),zy4,暂无
松江,柿(柿),[空],zy4(zɿ²²),zy4,暂无
松江,恃(恃),[空],zy4(zɿ²²),zy4,暂无
松江,士(士),[空],zy4(zɿ²²),zy4,暂无
松江,滞(滯),[空],zy6(zɿ¹³),zy6,暂无
松江,誓(誓),[空],zy6(zɿ¹³),zy6,暂无
松江,逝(逝),[空],zy6(zɿ¹³),zy6,暂无
松江,氏(氏),[空],zy6(zɿ¹³),zy6,暂无
松江,豉(豉),[空],zy6(zɿ¹³),zy6,暂无
松江,餈(餈),[空],zy6(zɿ¹³),zy6,暂无
松江,糍(糍),饭~,zy6(zɿ¹³),zy6,暂无
松江,自(自),[空],zy6(zɿ¹³),zy6,暂无
松江,稚(稚),[空],zy6(zɿ¹³),zy6,暂无
松江,嗜(嗜),[空],zy6(zɿ¹³),zy6,暂无
松江,示(示),[空],zy6(zɿ¹³),zy6,暂无
松江,视(視),[空],zy6(zɿ¹³),zy6,暂无
松江,字(字),[空],zy6(zɿ¹³),zy6,暂无
松江,治(治),[空],zy6(zɿ¹³),zy6,暂无
松江,寺(寺),[空],zy6(zɿ¹³),zy6,暂无
松江,侍(侍),[空],zy6(zɿ¹³),zy6,暂无
松江,嗣(嗣),[空],zy6(zɿ¹³),zy6,暂无
松江,饲(飼),[空],zy6(zɿ¹³),zy6,暂无
松江,士(士),又,zy6(zɿ¹³),zy6,暂无
松江,仕(仕),[空],zy6(zɿ¹³),zy6,暂无
松江,似(似),又,zy6(zɿ¹³),zy6,暂无
松江,事(事),[空],zy6(zɿ¹³),zy6,暂无
松江,睡(睡),~眬眬,zy6(zɿ¹³),zy6,暂无
松江,坠(墜),白,zy6(zɿ¹³),zy6,暂无
松江,屄(屄),[空],pi1(ɓi⁵³),pi1,暂无
松江,蓖(蓖),[空],pi1(ɓi⁵³),pi1,暂无
松江,篦(篦),[空],pi1(ɓi⁵³),pi1,暂无
松江,边(邊),[空],pi1(ɓi⁵³),pi1,暂无
松江,鞭(鞭),[空],pi1(ɓi⁵³),pi1,暂无
松江,编(編),[空],pi1(ɓi⁵³),pi1,暂无
松江,蝙(蝙),[空],pi1(ɓi⁵³),pi1,暂无
松江,彼(彼),[空],pi3(ɓi⁴⁴),pi3,暂无
松江,比(比),[空],pi3(ɓi⁴⁴),pi3,暂无
松江,鄙(鄙),[空],pi3(ɓi⁴⁴),pi3,暂无
松江,贬(貶),[空],pi3(ɓi⁴⁴),pi3,暂无
松江,扁(扁),[空],pi3(ɓi⁴⁴),pi3,暂无
松江,匾(匾),[空],pi3(ɓi⁴⁴),pi3,暂无
松江,蔽(蔽),[空],pi5(ɓi³⁵),pi5,暂无
松江,闭(閉),[空],pi5(ɓi³⁵),pi5,暂无
松江,裨(裨),[空],pi5(ɓi³⁵),pi5,暂无
松江,臂(臂),[空],pi5(ɓi³⁵),pi5,暂无
松江,泌(泌),[空],pi5(ɓi³⁵),pi5,暂无
松江,秘(秘),[空],pi5(ɓi³⁵),pi5,暂无
松江,变(變),[空],pi5(ɓi³⁵),pi5,暂无
松江,遍(遍),[空],pi5(ɓi³⁵),pi5,暂无
松江,煸(煸),[空],pi5(ɓi³⁵),pi5,暂无
松江,徧(徧),[空],pi5(ɓi³⁵),pi5,暂无
松江,批(批),[空],phi1(pʰi⁵³),phi1,暂无
松江,砒(砒),[空],phi1(pʰi⁵³),phi1,暂无
松江,披(披),[空],phi1(pʰi⁵³),phi1,暂无
松江,㱟(㱟),[空],phi1(pʰi⁵³),phi1,暂无
松江,篇(篇),[空],phi1(pʰi⁵³),phi1,暂无
松江,偏(偏),[空],phi1(pʰi⁵³),phi1,暂无
松江,遍(遍),~地,phi1(pʰi⁵³),phi1,暂无
松江,翩(翩),[空],phi1(pʰi⁵³),phi1,暂无
松江,圮(圮),[空],phi3(pʰi⁴⁴),phi3,暂无
松江,痞(痞),[空],phi3(pʰi⁴⁴),phi3,暂无
松江,庇(庇),[空],phi3(pʰi⁴⁴),phi3,暂无
松江,䫌(䫌),头倾侧状,phi3(pʰi⁴⁴),phi3,暂无
松江,譬(譬),[空],phi5(pʰi³⁵),phi5,暂无
松江,皮(皮),[空],bi2(bi³¹),bi2,暂无
松江,疲(疲),[空],bi2(bi³¹),bi2,暂无
松江,脾(脾),[空],bi2(bi³¹),bi2,暂无
松江,肥(肥),~皂,bi2(bi³¹),bi2,暂无
松江,琵(琵),[空],bi2(bi³¹),bi2,暂无
松江,啤(啤),[空],bi2(bi³¹),bi2,暂无
松江,鲏(鮍),鳑~,bi2(bi³¹),bi2,暂无
松江,薇(薇),蔷~花,bi2(bi³¹),bi2,暂无
松江,便(便),~宜,bi2(bi³¹),bi2,暂无
松江,骈(駢),[空],bi2(bi³¹),bi2,暂无
松江,被(被),[空],bi4(bi²²),bi4,暂无
松江,辨(辨),[空],bi4(bi²²),bi4,暂无
松江,辩(辯),[空],bi4(bi²²),bi4,暂无
松江,辫(辮),[空],bi4(bi²²),bi4,暂无
松江,敝(敝),[空],bi6(bi¹³),bi6,暂无
松江,币(幣),[空],bi6(bi¹³),bi6,暂无
松江,弊(弊),[空],bi6(bi¹³),bi6,暂无
松江,毙(斃),[空],bi6(bi¹³),bi6,暂无
松江,陛(陛),[空],bi6(bi¹³),bi6,暂无
松江,鐾(鐾),[空],bi6(bi¹³),bi6,暂无
松江,避(避),[空],bi6(bi¹³),bi6,暂无
松江,婢(婢),[空],bi6(bi¹³),bi6,暂无
松江,痹(痺),[空],bi6(bi¹³),bi6,暂无
松江,坒(坒),层：一~砖,bi6(bi¹³),bi6,暂无
松江,卞(卞),[空],bi6(bi¹³),bi6,暂无
松江,汴(汴),[空],bi6(bi¹³),bi6,暂无
松江,弁(弁),[空],bi6(bi¹³),bi6,暂无
松江,便(便),方~,bi6(bi¹³),bi6,暂无
松江,眯(瞇),[空],mi1(mi⁵³),mi1,暂无
松江,咪(咪),[空],mi1(mi⁵³),mi1,暂无
松江,渳(渳),小口喝,mi1(mi⁵³),mi1,暂无
松江,𡬍(𡬍),[空],mi1(mi⁵³),mi1,暂无
松江,睸(睸),[空],mi1(mi⁵³),mi1,暂无
松江,迷(迷),白,mi2(mi³¹),mi2,暂无
松江,谜(謎),文,mi2(mi³¹),mi2,暂无
松江,糜(糜),[空],mi2(mi³¹),mi2,暂无
松江,縻(縻),[空],mi2(mi³¹),mi2,暂无
松江,弥(彌),[空],mi2(mi³¹),mi2,暂无
松江,眉(眉),白,mi2(mi³¹),mi2,暂无
松江,棉(棉),[空],mi2(mi³¹),mi2,暂无
松江,绵(綿),[空],mi2(mi³¹),mi2,暂无
松江,眠(眠),[空],mi2(mi³¹),mi2,暂无
松江,勉(勉),~励,mi3(mi⁴⁴),mi3,暂无
松江,米(米),[空],mi4(mi²²),mi4,暂无
松江,靡(靡),[空],mi4(mi²²),mi4,暂无
松江,弭(弭),[空],mi4(mi²²),mi4,暂无
松江,免(免),[空],mi4(mi²²),mi4,暂无
松江,娩(娩),[空],mi4(mi²²),mi4,暂无
松江,勉(勉),~强,mi4(mi²²),mi4,暂无
松江,缅(緬),[空],mi4(mi²²),mi4,暂无
松江,冕(冕),[空],mi4(mi²²),mi4,暂无
松江,渑(澠),[空],mi4(mi²²),mi4,暂无
松江,咪(咪),阿~：猫的昵称,mi5(mi³⁵),mi5,暂无
松江,妹(妹),又,mi6(mi¹³),mi6,暂无
松江,尾(尾),白，又,mi6(mi¹³),mi6,暂无
松江,未(未),白,mi6(mi¹³),mi6,暂无
松江,味(味),白，~道,mi6(mi¹³),mi6,暂无
松江,面(面),[空],mi6(mi¹³),mi6,暂无
松江,麺(麺),[空],mi6(mi¹³),mi6,暂无
松江,灰(灰),又,fi1(ɸi⁵³),fi1,暂无
松江,飞(飛),[空],fi1(ɸi⁵³),fi1,暂无
松江,非(非),[空],fi1(ɸi⁵³),fi1,暂无
松江,妃(妃),[空],fi1(ɸi⁵³),fi1,暂无
松江,匪(匪),[空],fi1(ɸi⁵³),fi1,暂无
松江,榧(榧),[空],fi1(ɸi⁵³),fi1,暂无
松江,翡(翡),[空],fi1(ɸi⁵³),fi1,暂无
松江,斐(斐),[空],fi1(ɸi⁵³),fi1,暂无
松江,扉(扉),[空],fi1(ɸi⁵³),fi1,暂无
松江,菲(菲),[空],fi1(ɸi⁵³),fi1,暂无
松江,绯(緋),[空],fi1(ɸi⁵³),fi1,暂无
松江,啡(啡),[空],fi1(ɸi⁵³),fi1,暂无
松江,霏(霏),[空],fi1(ɸi⁵³),fi1,暂无
松江,诽(誹),[空],fi1(ɸi⁵³),fi1,暂无
松江,废(廢),[空],fi5(ɸi³⁵),fi5,暂无
松江,䉬(䉬),[空],fi5(ɸi³⁵),fi5,暂无
松江,肺(肺),[空],fi5(ɸi³⁵),fi5,暂无
松江,痱(痱),文,fi5(ɸi³⁵),fi5,暂无
松江,费(費),[空],fi5(ɸi³⁵),fi5,暂无
松江,沸(沸),[空],fi5(ɸi³⁵),fi5,暂无
松江,回(回),又,vi2(βi³¹),vi2,暂无
松江,茴(茴),又,vi2(βi³¹),vi2,暂无
松江,蛔(蛔),[空],vi2(βi³¹),vi2,暂无
松江,肥(肥),~料,vi2(βi³¹),vi2,暂无
松江,微(微),[空],vi2(βi³¹),vi2,暂无
松江,薇(薇),[空],vi2(βi³¹),vi2,暂无
松江,维(維),[空],vi2(βi³¹),vi2,暂无
松江,惟(惟),[空],vi2(βi³¹),vi2,暂无
松江,唯(唯),[空],vi2(βi³¹),vi2,暂无
松江,为(為),作~，又,vi2(βi³¹),vi2,暂无
松江,围(圍),文，又,vi2(βi³¹),vi2,暂无
松江,违(違),又,vi2(βi³¹),vi2,暂无
松江,会(會),开~，又,vi6(βi¹³),vi6,暂无
松江,绘(繪),又,vi6(βi¹³),vi6,暂无
松江,卫(衛),又,vi6(βi¹³),vi6,暂无
松江,惠(惠),又,vi6(βi¹³),vi6,暂无
松江,慧(慧),又,vi6(βi¹³),vi6,暂无
松江,吠(吠),[空],vi6(βi¹³),vi6,暂无
松江,未(未),文,vi6(βi¹³),vi6,暂无
松江,味(味),~精,vi6(βi¹³),vi6,暂无
松江,位(位),又,vi6(βi¹³),vi6,暂无
松江,为(為),~啥，又,vi6(βi¹³),vi6,暂无
松江,胃(胃),又,vi6(βi¹³),vi6,暂无
松江,谓(謂),又,vi6(βi¹³),vi6,暂无
松江,蝟(蝟),又,vi6(βi¹³),vi6,暂无
松江,纬(緯),又，文,vi6(βi¹³),vi6,暂无
松江,尾(尾),文,vi6(βi¹³),vi6,暂无
松江,低(低),[空],ti1(ɗi⁵³),ti1,暂无
松江,掂(掂),[空],ti1(ɗi⁵³),ti1,暂无
松江,颠(顛),[空],ti1(ɗi⁵³),ti1,暂无
松江,巅(巔),[空],ti1(ɗi⁵³),ti1,暂无
松江,癫(癲),[空],ti1(ɗi⁵³),ti1,暂无
松江,底(底),[空],ti3(ɗi⁴⁴),ti3,暂无
松江,抵(抵),[空],ti3(ɗi⁴⁴),ti3,暂无
松江,诋(詆),[空],ti3(ɗi⁴⁴),ti3,暂无
松江,邸(邸),[空],ti3(ɗi⁴⁴),ti3,暂无
松江,点(點),[空],ti3(ɗi⁴⁴),ti3,暂无
松江,典(典),[空],ti3(ɗi⁴⁴),ti3,暂无
松江,碘(碘),[空],ti3(ɗi⁴⁴),ti3,暂无
松江,帝(帝),[空],ti5(ɗi³⁵),ti5,暂无
松江,蒂(蒂),[空],ti5(ɗi³⁵),ti5,暂无
松江,谛(諦),[空],ti5(ɗi³⁵),ti5,暂无
松江,渧(渧),[空],ti5(ɗi³⁵),ti5,暂无
松江,店(店),[空],ti5(ɗi³⁵),ti5,暂无
松江,踮(踮),[空],ti5(ɗi³⁵),ti5,暂无
松江,惦(惦),[空],ti5(ɗi³⁵),ti5,暂无
松江,梯(梯),[空],thi1(tʰi⁵³),thi1,暂无
松江,添(添),[空],thi1(tʰi⁵³),thi1,暂无
松江,天(天),[空],thi1(tʰi⁵³),thi1,暂无
松江,体(體),[空],thi3(tʰi⁴⁴),thi3,暂无
松江,舔(舔),[空],thi3(tʰi⁴⁴),thi3,暂无
松江,忝(忝),[空],thi3(tʰi⁴⁴),thi3,暂无
松江,掭(掭),~笔,thi3(tʰi⁴⁴),thi3,暂无
松江,替(替),[空],thi5(tʰi³⁵),thi5,暂无
松江,剃(剃),[空],thi5(tʰi³⁵),thi5,暂无
松江,涕(涕),[空],thi5(tʰi³⁵),thi5,暂无
松江,屉(屜),[空],thi5(tʰi³⁵),thi5,暂无
松江,㮇(㮇),火~：烧火工具,thi5(tʰi³⁵),thi5,暂无
松江,銛(銛),~锁,thi5(tʰi³⁵),thi5,暂无
松江,提(提),[空],di2(di³¹),di2,暂无
松江,题(題),[空],di2(di³¹),di2,暂无
松江,堤(堤),[空],di2(di³¹),di2,暂无
松江,啼(啼),[空],di2(di³¹),di2,暂无
松江,蹄(蹄),[空],di2(di³¹),di2,暂无
松江,甜(甜),[空],di2(di³¹),di2,暂无
松江,田(田),[空],di2(di³¹),di2,暂无
松江,钿(鈿),[空],di2(di³¹),di2,暂无
松江,填(填),[空],di2(di³¹),di2,暂无
松江,恬(恬),[空],di2(di³¹),di2,暂无
松江,弟(弟),[空],di4(di²²),di4,暂无
松江,娣(娣),[空],di4(di²²),di4,暂无
松江,悌(悌),[空],di4(di²²),di4,暂无
松江,殄(殄),[空],di4(di²²),di4,暂无
松江,第(第),[空],di6(di¹³),di6,暂无
松江,递(遞),[空],di6(di¹³),di6,暂无
松江,隶(隸),[空],di6(di¹³),di6,暂无
松江,逮(逮),白,di6(di¹³),di6,暂无
松江,缔(締),[空],di6(di¹³),di6,暂无
松江,地(地),[空],di6(di¹³),di6,暂无
松江,电(電),[空],di6(di¹³),di6,暂无
松江,殿(殿),[空],di6(di¹³),di6,暂无
松江,淀(淀),[空],di6(di¹³),di6,暂无
松江,垫(墊),[空],di6(di¹³),di6,暂无
松江,奠(奠),[空],di6(di¹³),di6,暂无
松江,佃(佃),[空],di6(di¹³),di6,暂无
松江,甸(甸),[空],di6(di¹³),di6,暂无
松江,靛(靛),[空],di6(di¹³),di6,暂无
松江,你(你),[空],ni3(ni⁴⁴),ni3,暂无
松江,剺(剺),用刀划,li1(li⁵³),li1,暂无
松江,骡(騾),白,li2(li³¹),li2,暂无
松江,犁(犁),[空],li2(li³¹),li2,暂无
松江,嫠(嫠),[空],li2(li³¹),li2,暂无
松江,鹂(鸝),[空],li2(li³¹),li2,暂无
松江,丽(麗),高~,li2(li³¹),li2,暂无
松江,鲡(鱺),[空],li2(li³¹),li2,暂无
松江,离(離),[空],li2(li³¹),li2,暂无
松江,璃(璃),[空],li2(li³¹),li2,暂无
松江,篱(籬),[空],li2(li³¹),li2,暂无
松江,漓(漓),[空],li2(li³¹),li2,暂无
松江,梨(梨),[空],li2(li³¹),li2,暂无
松江,蜊(蜊),蛤~,li2(li³¹),li2,暂无
松江,厘(厘),[空],li2(li³¹),li2,暂无
松江,狸(狸),[空],li2(li³¹),li2,暂无
松江,罹(罹),[空],li2(li³¹),li2,暂无
松江,廉(廉),[空],li2(li³¹),li2,暂无
松江,镰(鐮),[空],li2(li³¹),li2,暂无
松江,帘(簾),[空],li2(li³¹),li2,暂无
松江,奁(奩),[空],li2(li³¹),li2,暂无
松江,怜(憐),[空],li2(li³¹),li2,暂无
松江,联(聯),[空],li2(li³¹),li2,暂无
松江,连(連),[空],li2(li³¹),li2,暂无
松江,莲(蓮),[空],li2(li³¹),li2,暂无
松江,鲢(鰱),[空],li2(li³¹),li2,暂无
松江,裢(褳),[空],li2(li³¹),li2,暂无
松江,涟(漣),[空],li2(li³¹),li2,暂无
松江,缕(縷),白,li4(li²²),li4,暂无
松江,屡(屢),白,li4(li²²),li4,暂无
松江,礼(禮),[空],li4(li²²),li4,暂无
松江,鳢(鱧),[空],li4(li²²),li4,暂无
松江,李(李),[空],li4(li²²),li4,暂无
松江,里(裡),[空],li4(li²²),li4,暂无
松江,裏(裏),[空],li4(li²²),li4,暂无
松江,鲤(鯉),[空],li4(li²²),li4,暂无
松江,娌(娌),[空],li4(li²²),li4,暂无
松江,脸(臉),[空],li4(li²²),li4,暂无
松江,例(例),[空],li6(li¹³),li6,暂无
松江,厉(厲),[空],li6(li¹³),li6,暂无
松江,励(勵),[空],li6(li¹³),li6,暂无
松江,砺(礪),[空],li6(li¹³),li6,暂无
松江,丽(麗),美~,li6(li¹³),li6,暂无
松江,荔(荔),[空],li6(li¹³),li6,暂无
松江,𤃀(𤃀),[空],li6(li¹³),li6,暂无
松江,利(利),[空],li6(li¹³),li6,暂无
松江,痢(痢),[空],li6(li¹³),li6,暂无
松江,俐(俐),[空],li6(li¹³),li6,暂无
松江,莉(莉),[空],li6(li¹³),li6,暂无
松江,戾(戾),[空],li6(li¹³),li6,暂无
松江,唳(唳),[空],li6(li¹³),li6,暂无
松江,吏(吏),[空],li6(li¹³),li6,暂无
松江,泪(淚),白,li6(li¹³),li6,暂无
松江,链(鏈),[空],li6(li¹³),li6,暂无
松江,敛(斂),[空],li6(li¹³),li6,暂无
松江,殓(殮),[空],li6(li¹³),li6,暂无
松江,练(練),[空],li6(li¹³),li6,暂无
松江,炼(煉),[空],li6(li¹³),li6,暂无
松江,楝(楝),[空],li6(li¹³),li6,暂无
松江,㼑(㼑),瓤,li6(li¹³),li6,暂无
松江,恋(戀),[空],li6(li¹³),li6,暂无
松江,齑(齏),[空],tsi1(ʦi⁵³),tsi1,暂无
松江,睫(睫),[空],tsi1(ʦi⁵³),tsi1,暂无
松江,尖(尖),[空],tsi1(ʦi⁵³),tsi1,暂无
松江,歼(殲),[空],tsi1(ʦi⁵³),tsi1,暂无
松江,煎(煎),[空],tsi1(ʦi⁵³),tsi1,暂无
松江,湔(湔),[空],tsi1(ʦi⁵³),tsi1,暂无
松江,笺(箋),[空],tsi1(ʦi⁵³),tsi1,暂无
松江,鲫(鯽),~鱼,tsi1(ʦi⁵³),tsi1,暂无
松江,挤(擠),[空],tsi3(ʦi⁴⁴),tsi3,暂无
松江,姊(姊),阿~,tsi3(ʦi⁴⁴),tsi3,暂无
松江,剪(剪),[空],tsi3(ʦi⁴⁴),tsi3,暂无
松江,借(借),~手：左右,tsi5(ʦi³⁵),tsi5,暂无
松江,再(再),又,tsi5(ʦi³⁵),tsi5,暂无
松江,祭(祭),[空],tsi5(ʦi³⁵),tsi5,暂无
松江,际(際),[空],tsi5(ʦi³⁵),tsi5,暂无
松江,穄(穄),[空],tsi5(ʦi³⁵),tsi5,暂无
松江,济(濟),[空],tsi5(ʦi³⁵),tsi5,暂无
